Month,State,Unemployment Rate
2009-05,Northern Territory,3.6
2009-06,Northern Territory,3.5
2009-07,Northern Territory,4.2
2009-08,Northern Territory,3.2
2009-09,Northern Territory,3.3
2009-10,Northern Territory,2.6
2009-11,Northern Territory,2.9
2009-12,Northern Territory,3.3
2010-01,Northern Territory,5.1
2010-02,Northern Territory,3.5
2010-03,Northern Territory,3.5
2010-04,Northern Territory,3.2
2010-05,Northern Territory,2.6
2010-06,Northern Territory,2.7
2010-07,Northern Territory,2.3
2010-08,Northern Territory,2.9
2010-09,Northern Territory,2.9
2010-10,Northern Territory,2.4
2010-11,Northern Territory,2.8
2010-12,Northern Territory,2
2011-01,Northern Territory,2.6
2011-02,Northern Territory,3.1
2011-03,Northern Territory,3
2011-04,Northern Territory,3.2
2011-05,Northern Territory,4.4
2011-06,Northern Territory,3.4
2011-07,Northern Territory,4.7
2011-08,Northern Territory,3.4
2011-09,Northern Territory,3.1
2011-10,Northern Territory,4.1
2011-11,Northern Territory,5
2011-12,Northern Territory,4.3
2012-01,Northern Territory,5.2
2012-02,Northern Territory,5.1
2012-03,Northern Territory,3.9
2012-04,Northern Territory,4.4
2012-05,Northern Territory,4.8
2012-06,Northern Territory,4.3
2012-07,Northern Territory,3.9
2012-08,Northern Territory,4.2
2012-09,Northern Territory,2.8
2012-10,Northern Territory,5
2012-11,Northern Territory,2.7
2012-12,Northern Territory,4
2013-01,Northern Territory,5.1
2013-02,Northern Territory,5.2
2013-03,Northern Territory,4.9
2013-04,Northern Territory,5.8
2013-05,Northern Territory,6.1
2013-06,Northern Territory,5.9
2013-07,Northern Territory,5.2
2013-08,Northern Territory,5.6
2013-09,Northern Territory,5.1
2013-10,Northern Territory,4.5
2013-11,Northern Territory,3.9
2013-12,Northern Territory,3.7
2014-01,Northern Territory,4.3
2014-02,Northern Territory,3.9
2014-03,Northern Territory,4.2
2014-04,Northern Territory,3.8
2014-05,Northern Territory,2.9
2014-06,Northern Territory,5.1
2014-07,Northern Territory,5.5
2014-08,Northern Territory,4
2014-09,Northern Territory,3.5
2014-10,Northern Territory,2.9
2014-11,Northern Territory,3.7
2014-12,Northern Territory,3.3
2015-01,Northern Territory,4
2015-02,Northern Territory,4.5
2015-03,Northern Territory,4.3
2015-04,Northern Territory,4.5
2015-05,Northern Territory,4.4
2015-06,Northern Territory,4.7
2015-07,Northern Territory,3.8
2015-08,Northern Territory,4.9
2015-09,Northern Territory,5
2015-10,Northern Territory,3.4
2015-11,Northern Territory,3.6
2015-12,Northern Territory,3.3
2016-01,Northern Territory,4.4
2016-02,Northern Territory,5.1
2016-03,Northern Territory,4.8
2016-04,Northern Territory,4.1
2016-05,Northern Territory,3.6
2016-06,Northern Territory,3.6
2016-07,Northern Territory,3.4
2016-08,Northern Territory,3.9
2016-09,Northern Territory,3.6
2016-10,Northern Territory,3.9
2016-11,Northern Territory,4.1
2016-12,Northern Territory,4.3
2017-01,Northern Territory,5.3
2017-02,Northern Territory,4.7
2017-03,Northern Territory,5.7
2017-04,Northern Territory,5.8
2017-05,Northern Territory,4.5
2017-06,Northern Territory,5.1
2017-07,Northern Territory,5
2017-08,Northern Territory,5.1
2017-09,Northern Territory,5.2
2017-10,Northern Territory,4.7
2017-11,Northern Territory,5.6
2017-12,Northern Territory,5.8
2018-01,Northern Territory,5.2
2018-02,Northern Territory,5.7
2018-03,Northern Territory,5.6
2018-04,Northern Territory,5.7
2018-05,Northern Territory,5.2
2018-06,Northern Territory,5.7
2018-07,Northern Territory,5.8
2018-08,Northern Territory,5.1
2018-09,Northern Territory,5.1
2018-10,Northern Territory,5.7
2018-11,Northern Territory,5.3
2018-12,Northern Territory,5.5
2019-01,Northern Territory,5.8
2019-02,Northern Territory,6.6
2019-03,Northern Territory,5.4
2019-04,Northern Territory,6
2019-05,Northern Territory,6.1
2019-06,Northern Territory,5.9
2019-07,Northern Territory,6.3
2019-08,Northern Territory,6.2
2019-09,Northern Territory,6.8
2019-10,Northern Territory,6.5
2019-11,Northern Territory,6.1
2019-12,Northern Territory,5.4
2020-01,Northern Territory,6.3
2020-02,Northern Territory,7.3
2020-03,Northern Territory,7.1
2020-04,Northern Territory,7.3
2020-05,Northern Territory,8.2
2020-06,Northern Territory,7.1
2020-07,Northern Territory,8.4
2020-08,Northern Territory,6.2
2020-09,Northern Territory,5.9
2020-10,Northern Territory,6.7
2020-11,Northern Territory,6.1
2020-12,Northern Territory,5.6
2021-01,Northern Territory,6.1
2021-02,Northern Territory,6.3
2021-03,Northern Territory,7.1
2021-04,Northern Territory,5.6
2021-05,Northern Territory,5.9
2021-06,Northern Territory,6.2
2021-07,Northern Territory,6.2
2021-08,Northern Territory,5.5
2021-09,Northern Territory,5.2
2021-10,Northern Territory,4.8
2021-11,Northern Territory,4.6
2021-12,Northern Territory,4.8
2022-01,Northern Territory,4.7
2022-02,Northern Territory,4.5
2022-03,Northern Territory,5.3
2022-04,Northern Territory,4.8
2022-05,Northern Territory,4.6
2022-06,Northern Territory,4.7
2022-07,Northern Territory,4.2
2022-08,Northern Territory,4.3
2022-09,Northern Territory,3.8
2022-10,Northern Territory,3.8
2022-11,Northern Territory,3.8
2022-12,Northern Territory,4.6
2023-01,Northern Territory,4.3
2023-02,Northern Territory,5.6
2023-03,Northern Territory,4.8
2023-04,Northern Territory,4.1
2023-05,Northern Territory,3.9
2023-06,Northern Territory,4.1
2023-07,Northern Territory,4.7
2023-08,Northern Territory,4.8
2023-09,Northern Territory,4.2
2023-10,Northern Territory,4.1
2023-11,Northern Territory,4.6
2023-12,Northern Territory,4.3
2024-01,Northern Territory,4.3
2024-02,Northern Territory,4.5
2024-03,Northern Territory,4
2024-04,Northern Territory,4.1
2024-05,Northern Territory,4
2024-06,Northern Territory,4.6
2024-07,Northern Territory,4.3
2024-08,Northern Territory,4.2
2024-09,Northern Territory,3.9
2024-10,Northern Territory,4.3
2024-11,Northern Territory,3.6
2024-12,Northern Territory,4.1
2025-01,Northern Territory,4.7
2025-02,Northern Territory,4.6
2025-03,Northern Territory,3.8
2025-04,Northern Territory,4.1
2025-05,Northern Territory,4
2025-06,Northern Territory,3.9
2025-07,Northern Territory,4.6
2025-08,Northern Territory,4.6
1991-07,Australian Capital Territory,6.7
1991-08,Australian Capital Territory,5.9
1991-09,Australian Capital Territory,6.2
1991-10,Australian Capital Territory,6.2
1991-11,Australian Capital Territory,5.8
1991-12,Australian Capital Territory,7.4
1992-01,Australian Capital Territory,7.8
1992-02,Australian Capital Territory,8.3
1992-03,Australian Capital Territory,8.5
1992-04,Australian Capital Territory,7.5
1992-05,Australian Capital Territory,6.2
1992-06,Australian Capital Territory,7.2
1992-07,Australian Capital Territory,8.2
1992-08,Australian Capital Territory,7.6
1992-09,Australian Capital Territory,7.9
1992-10,Australian Capital Territory,6.6
1992-11,Australian Capital Territory,6.1
1992-12,Australian Capital Territory,6.3
1993-01,Australian Capital Territory,7.8
1993-02,Australian Capital Territory,8.6
1993-03,Australian Capital Territory,8.3
1993-04,Australian Capital Territory,7
1993-05,Australian Capital Territory,6.3
1993-06,Australian Capital Territory,7.1
1993-07,Australian Capital Territory,6.8
1993-08,Australian Capital Territory,6.8
1993-09,Australian Capital Territory,7.2
1993-10,Australian Capital Territory,6.6
1993-11,Australian Capital Territory,6.2
1993-12,Australian Capital Territory,6.8
1994-01,Australian Capital Territory,8.4
1994-02,Australian Capital Territory,9
1994-03,Australian Capital Territory,6.7
1994-04,Australian Capital Territory,6.9
1994-05,Australian Capital Territory,6.5
1994-06,Australian Capital Territory,6
1994-07,Australian Capital Territory,6.2
1994-08,Australian Capital Territory,6.3
1994-09,Australian Capital Territory,7
1994-10,Australian Capital Territory,7.5
1994-11,Australian Capital Territory,5.9
1994-12,Australian Capital Territory,7.1
1995-01,Australian Capital Territory,7.8
1995-02,Australian Capital Territory,8.4
1995-03,Australian Capital Territory,8.1
1995-04,Australian Capital Territory,6.9
1995-05,Australian Capital Territory,7
1995-06,Australian Capital Territory,6.2
1995-07,Australian Capital Territory,6.2
1995-08,Australian Capital Territory,6.9
1995-09,Australian Capital Territory,6.2
1995-10,Australian Capital Territory,5.8
1995-11,Australian Capital Territory,6.7
1995-12,Australian Capital Territory,7.1
1996-01,Australian Capital Territory,8.2
1996-02,Australian Capital Territory,8.7
1996-03,Australian Capital Territory,8.7
1996-04,Australian Capital Territory,8.5
1996-05,Australian Capital Territory,8.1
1996-06,Australian Capital Territory,7.5
1996-07,Australian Capital Territory,7.9
1996-08,Australian Capital Territory,8.6
1996-09,Australian Capital Territory,7.8
1996-10,Australian Capital Territory,7.7
1996-11,Australian Capital Territory,7.5
1996-12,Australian Capital Territory,8.4
1997-01,Australian Capital Territory,9
1997-02,Australian Capital Territory,9.2
1997-03,Australian Capital Territory,7.9
1997-04,Australian Capital Territory,7.6
1997-05,Australian Capital Territory,7.3
1997-06,Australian Capital Territory,7.5
1997-07,Australian Capital Territory,6.5
1997-08,Australian Capital Territory,7.8
1997-09,Australian Capital Territory,7.4
1997-10,Australian Capital Territory,7.3
1997-11,Australian Capital Territory,7
1997-12,Australian Capital Territory,7.4
1998-01,Australian Capital Territory,8.3
1998-02,Australian Capital Territory,8.4
1998-03,Australian Capital Territory,7.7
1998-04,Australian Capital Territory,7
1998-05,Australian Capital Territory,6.9
1998-06,Australian Capital Territory,5.8
1998-07,Australian Capital Territory,6.7
1998-08,Australian Capital Territory,6.3
1998-09,Australian Capital Territory,6.2
1998-10,Australian Capital Territory,5.7
1998-11,Australian Capital Territory,5.6
1998-12,Australian Capital Territory,5.7
1999-01,Australian Capital Territory,6.6
1999-02,Australian Capital Territory,6.9
1999-03,Australian Capital Territory,6.6
1999-04,Australian Capital Territory,5.6
1999-05,Australian Capital Territory,5.9
1999-06,Australian Capital Territory,4.4
1999-07,Australian Capital Territory,4.8
1999-08,Australian Capital Territory,5.3
1999-09,Australian Capital Territory,5.2
1999-10,Australian Capital Territory,5
1999-11,Australian Capital Territory,5.2
1999-12,Australian Capital Territory,4.9
2000-01,Australian Capital Territory,5.8
2000-02,Australian Capital Territory,5.5
2000-03,Australian Capital Territory,5
2000-04,Australian Capital Territory,4.6
2000-05,Australian Capital Territory,4.9
2000-06,Australian Capital Territory,4.3
2000-07,Australian Capital Territory,3.6
2000-08,Australian Capital Territory,3.5
2000-09,Australian Capital Territory,4.3
2000-10,Australian Capital Territory,3.5
2000-11,Australian Capital Territory,3.7
2000-12,Australian Capital Territory,3.8
2001-01,Australian Capital Territory,4.8
2001-02,Australian Capital Territory,5.5
2001-03,Australian Capital Territory,5
2001-04,Australian Capital Territory,5.7
2001-05,Australian Capital Territory,5.8
2001-06,Australian Capital Territory,5.6
2001-07,Australian Capital Territory,5.5
2001-08,Australian Capital Territory,4.4
2001-09,Australian Capital Territory,4.4
2001-10,Australian Capital Territory,3.9
2001-11,Australian Capital Territory,3.8
2001-12,Australian Capital Territory,4
2002-01,Australian Capital Territory,5.2
2002-02,Australian Capital Territory,5
2002-03,Australian Capital Territory,4.4
2002-04,Australian Capital Territory,4.3
2002-05,Australian Capital Territory,4.8
2002-06,Australian Capital Territory,4.5
2002-07,Australian Capital Territory,3.2
2002-08,Australian Capital Territory,4.7
2002-09,Australian Capital Territory,4.3
2002-10,Australian Capital Territory,4.1
2002-11,Australian Capital Territory,4.1
2002-12,Australian Capital Territory,2.8
2003-01,Australian Capital Territory,5.1
2003-02,Australian Capital Territory,5.5
2003-03,Australian Capital Territory,5
2003-04,Australian Capital Territory,3.8
2003-05,Australian Capital Territory,4.6
2003-06,Australian Capital Territory,3.8
2003-07,Australian Capital Territory,4.1
2003-08,Australian Capital Territory,4.3
2003-09,Australian Capital Territory,4
2003-10,Australian Capital Territory,3.4
2003-11,Australian Capital Territory,3.4
2003-12,Australian Capital Territory,3.9
2004-01,Australian Capital Territory,4.1
2004-02,Australian Capital Territory,4.2
2004-03,Australian Capital Territory,4
2004-04,Australian Capital Territory,4
2004-05,Australian Capital Territory,3.5
2004-06,Australian Capital Territory,3.2
2004-07,Australian Capital Territory,3.1
2004-08,Australian Capital Territory,4
2004-09,Australian Capital Territory,4.1
2004-10,Australian Capital Territory,3.4
2004-11,Australian Capital Territory,3.3
2004-12,Australian Capital Territory,3.7
2005-01,Australian Capital Territory,3.4
2005-02,Australian Capital Territory,4.2
2005-03,Australian Capital Territory,3.6
2005-04,Australian Capital Territory,3.2
2005-05,Australian Capital Territory,3.2
2005-06,Australian Capital Territory,2.9
2005-07,Australian Capital Territory,3
2005-08,Australian Capital Territory,2.9
2005-09,Australian Capital Territory,3
2005-10,Australian Capital Territory,3.5
2005-11,Australian Capital Territory,2.9
2005-12,Australian Capital Territory,3.1
2006-01,Australian Capital Territory,3.8
2006-02,Australian Capital Territory,3.9
2006-03,Australian Capital Territory,3.4
2006-04,Australian Capital Territory,3.3
2006-05,Australian Capital Territory,3.9
2006-06,Australian Capital Territory,2.5
2006-07,Australian Capital Territory,2.4
2006-08,Australian Capital Territory,3
2006-09,Australian Capital Territory,2.7
2006-10,Australian Capital Territory,2.6
2006-11,Australian Capital Territory,2.7
2006-12,Australian Capital Territory,2.9
2007-01,Australian Capital Territory,3.6
2007-02,Australian Capital Territory,3.1
2007-03,Australian Capital Territory,3.4
2007-04,Australian Capital Territory,3.4
2007-05,Australian Capital Territory,2.9
2007-06,Australian Capital Territory,3
2007-07,Australian Capital Territory,2.5
2007-08,Australian Capital Territory,2.5
2007-09,Australian Capital Territory,2.4
2007-10,Australian Capital Territory,2.3
2007-11,Australian Capital Territory,2.8
2007-12,Australian Capital Territory,1.7
2008-01,Australian Capital Territory,2.6
2008-02,Australian Capital Territory,3.2
2008-03,Australian Capital Territory,3.5
2008-04,Australian Capital Territory,3.1
2008-05,Australian Capital Territory,2.4
2008-06,Australian Capital Territory,2.3
2008-07,Australian Capital Territory,2.5
2008-08,Australian Capital Territory,3.4
2008-09,Australian Capital Territory,2.8
2008-10,Australian Capital Territory,1.9
2008-11,Australian Capital Territory,2.2
2008-12,Australian Capital Territory,2.8
2009-01,Australian Capital Territory,2.9
2009-02,Australian Capital Territory,2.5
2009-03,Australian Capital Territory,3.8
2009-04,Australian Capital Territory,2.9
2009-05,Australian Capital Territory,4.1
2009-06,Australian Capital Territory,3.6
2009-07,Australian Capital Territory,3.3
2009-08,Australian Capital Territory,3.3
2009-09,Australian Capital Territory,3.4
2009-10,Australian Capital Territory,3.5
2009-11,Australian Capital Territory,3.4
2009-12,Australian Capital Territory,3.6
2010-01,Australian Capital Territory,4.1
2010-02,Australian Capital Territory,4.6
2010-03,Australian Capital Territory,3.6
2010-04,Australian Capital Territory,3.5
2010-05,Australian Capital Territory,3.7
2010-06,Australian Capital Territory,3.2
2010-07,Australian Capital Territory,3.3
2010-08,Australian Capital Territory,2.7
2010-09,Australian Capital Territory,2.6
2010-10,Australian Capital Territory,2.9
2010-11,Australian Capital Territory,3.2
2010-12,Australian Capital Territory,3.3
2011-01,Australian Capital Territory,3.8
2011-02,Australian Capital Territory,4.1
2011-03,Australian Capital Territory,3.3
2011-04,Australian Capital Territory,4.4
2011-05,Australian Capital Territory,4.5
2011-06,Australian Capital Territory,4.1
2011-07,Australian Capital Territory,3.6
2011-08,Australian Capital Territory,3.8
2011-09,Australian Capital Territory,3.7
2011-10,Australian Capital Territory,3.3
2011-11,Australian Capital Territory,3.7
2011-12,Australian Capital Territory,3.5
2012-01,Australian Capital Territory,3.8
2012-02,Australian Capital Territory,4
2012-03,Australian Capital Territory,4.5
2012-04,Australian Capital Territory,2.9
2012-05,Australian Capital Territory,4.2
2012-06,Australian Capital Territory,3.8
2012-07,Australian Capital Territory,3.4
2012-08,Australian Capital Territory,3.4
2012-09,Australian Capital Territory,3.8
2012-10,Australian Capital Territory,3.9
2012-11,Australian Capital Territory,3.8
2012-12,Australian Capital Territory,4
2013-01,Australian Capital Territory,5.4
2013-02,Australian Capital Territory,5.2
2013-03,Australian Capital Territory,4.8
2013-04,Australian Capital Territory,4.8
2013-05,Australian Capital Territory,3.9
2013-06,Australian Capital Territory,3.6
2013-07,Australian Capital Territory,3.5
2013-08,Australian Capital Territory,3.7
2013-09,Australian Capital Territory,4.5
2013-10,Australian Capital Territory,4
2013-11,Australian Capital Territory,3.3
2013-12,Australian Capital Territory,3.6
2014-01,Australian Capital Territory,4.2
2014-02,Australian Capital Territory,3.7
2014-03,Australian Capital Territory,4.3
2014-04,Australian Capital Territory,3.8
2014-05,Australian Capital Territory,4.4
2014-06,Australian Capital Territory,3.4
2014-07,Australian Capital Territory,3.9
2014-08,Australian Capital Territory,5.1
2014-09,Australian Capital Territory,4.8
2014-10,Australian Capital Territory,5.7
2014-11,Australian Capital Territory,4.1
2014-12,Australian Capital Territory,4
2015-01,Australian Capital Territory,5
2015-02,Australian Capital Territory,5.5
2015-03,Australian Capital Territory,4.9
2015-04,Australian Capital Territory,4.3
2015-05,Australian Capital Territory,4.3
2015-06,Australian Capital Territory,3.6
2015-07,Australian Capital Territory,4.5
2015-08,Australian Capital Territory,5.4
2015-09,Australian Capital Territory,5.1
2015-10,Australian Capital Territory,5
2015-11,Australian Capital Territory,4.7
2015-12,Australian Capital Territory,4.8
2016-01,Australian Capital Territory,5.2
2016-02,Australian Capital Territory,5.4
2016-03,Australian Capital Territory,4
2016-04,Australian Capital Territory,4
2016-05,Australian Capital Territory,3.8
2016-06,Australian Capital Territory,3.1
2016-07,Australian Capital Territory,3.5
2016-08,Australian Capital Territory,3.6
2016-09,Australian Capital Territory,3.5
2016-10,Australian Capital Territory,3.6
2016-11,Australian Capital Territory,4
2016-12,Australian Capital Territory,3.5
2017-01,Australian Capital Territory,4.1
2017-02,Australian Capital Territory,4.7
2017-03,Australian Capital Territory,4.1
2017-04,Australian Capital Territory,3.7
2017-05,Australian Capital Territory,3.7
2017-06,Australian Capital Territory,4.8
2017-07,Australian Capital Territory,4.5
2017-08,Australian Capital Territory,4.2
2017-09,Australian Capital Territory,4.1
2017-10,Australian Capital Territory,3.5
2017-11,Australian Capital Territory,4
2017-12,Australian Capital Territory,4.1
2018-01,Australian Capital Territory,4.8
2018-02,Australian Capital Territory,4.7
2018-03,Australian Capital Territory,4.3
2018-04,Australian Capital Territory,3.8
2018-05,Australian Capital Territory,3.5
2018-06,Australian Capital Territory,3.4
2018-07,Australian Capital Territory,3.6
2018-08,Australian Capital Territory,4
2018-09,Australian Capital Territory,3.5
2018-10,Australian Capital Territory,3.5
2018-11,Australian Capital Territory,2.5
2018-12,Australian Capital Territory,3.7
2019-01,Australian Capital Territory,3.8
2019-02,Australian Capital Territory,3.7
2019-03,Australian Capital Territory,4.1
2019-04,Australian Capital Territory,4.7
2019-05,Australian Capital Territory,4.2
2019-06,Australian Capital Territory,2.6
2019-07,Australian Capital Territory,3.4
2019-08,Australian Capital Territory,4
2019-09,Australian Capital Territory,3.4
2019-10,Australian Capital Territory,3
2019-11,Australian Capital Territory,2.9
2019-12,Australian Capital Territory,3
2020-01,Australian Capital Territory,3.4
2020-02,Australian Capital Territory,3.3
2020-03,Australian Capital Territory,3.6
2020-04,Australian Capital Territory,4.2
2020-05,Australian Capital Territory,3.9
2020-06,Australian Capital Territory,4.3
2020-07,Australian Capital Territory,4.6
2020-08,Australian Capital Territory,4.5
2020-09,Australian Capital Territory,3.9
2020-10,Australian Capital Territory,3.8
2020-11,Australian Capital Territory,3.7
2020-12,Australian Capital Territory,3.7
2021-01,Australian Capital Territory,4.9
2021-02,Australian Capital Territory,5
2021-03,Australian Capital Territory,4
2021-04,Australian Capital Territory,3.6
2021-05,Australian Capital Territory,3.6
2021-06,Australian Capital Territory,4.4
2021-07,Australian Capital Territory,4.4
2021-08,Australian Capital Territory,3.8
2021-09,Australian Capital Territory,4.1
2021-10,Australian Capital Territory,6.3
2021-11,Australian Capital Territory,3.6
2021-12,Australian Capital Territory,4.4
2022-01,Australian Capital Territory,3.7
2022-02,Australian Capital Territory,3.5
2022-03,Australian Capital Territory,3.9
2022-04,Australian Capital Territory,3.3
2022-05,Australian Capital Territory,3.3
2022-06,Australian Capital Territory,3
2022-07,Australian Capital Territory,3.3
2022-08,Australian Capital Territory,2.9
2022-09,Australian Capital Territory,3.2
2022-10,Australian Capital Territory,3
2022-11,Australian Capital Territory,2.3
2022-12,Australian Capital Territory,2.8
2023-01,Australian Capital Territory,3.8
2023-02,Australian Capital Territory,3.4
2023-03,Australian Capital Territory,3.1
2023-04,Australian Capital Territory,3.1
2023-05,Australian Capital Territory,3
2023-06,Australian Capital Territory,3.6
2023-07,Australian Capital Territory,3.9
2023-08,Australian Capital Territory,3.3
2023-09,Australian Capital Territory,4
2023-10,Australian Capital Territory,3.8
2023-11,Australian Capital Territory,3.4
2023-12,Australian Capital Territory,3.9
2024-01,Australian Capital Territory,4.8
2024-02,Australian Capital Territory,4.9
2024-03,Australian Capital Territory,3.2
2024-04,Australian Capital Territory,3.8
2024-05,Australian Capital Territory,3.6
2024-06,Australian Capital Territory,2.7
2024-07,Australian Capital Territory,4
2024-08,Australian Capital Territory,3.9
2024-09,Australian Capital Territory,3.4
2024-10,Australian Capital Territory,3
2024-11,Australian Capital Territory,2.6
2024-12,Australian Capital Territory,3
2025-01,Australian Capital Territory,3.7
2025-02,Australian Capital Territory,3.1
2025-03,Australian Capital Territory,3
2025-04,Australian Capital Territory,3.9
2025-05,Australian Capital Territory,4.1
2025-06,Australian Capital Territory,3.3
2025-07,Australian Capital Territory,4.3
2025-08,Australian Capital Territory,4.6